B-V;Vmag;log.Teff;logL;Age;Mass
 0.500; 8.440; 3.800; 0.75; 4.58e+06;  1.62
 0.500; 8.440; 3.800; 0.75; 4.22e+09;  1.23
 0.470; 8.860; 3.809; 0.58; 8.38e+06;  1.39
 0.470; 8.860; 3.809; 0.58; 4.78e+09;  1.16
 0.500; 8.990; 3.800; 0.53; 8.75e+06;  1.36
 0.500; 8.990; 3.800; 0.53; 5.37e+09;  1.13
 0.440; 9.170; 3.819; 0.45; 1.45e+07;  1.23
 0.440; 9.170; 3.819; 0.45; 2.92e+09;  1.21
 0.730; 9.330; 3.748; 0.42; 6.26e+06;  1.38
 0.730; 9.330; 3.748; 0.42; 9.28e+09;  1.00
 1.070; 9.400; 3.681; 0.50; 2.02e+06;  1.62
 1.070; 9.400; 3.681; 0.50; 2.38e+10;  0.79
 1.070; 9.400; 3.681; 0.50; 2.43e+10;  0.79
 1.070; 9.400; 3.681; 0.50; 3.16e+10;  0.74
 0.220; 9.460; 3.896; 0.33;         ;
 0.960; 9.800; 3.697; 0.30; 4.31e+06;  1.39
 0.960; 9.800; 3.697; 0.30; 1.91e+10;  0.84
 0.960; 9.800; 3.697; 0.30; 1.97e+10;  0.84
 0.960; 9.800; 3.697; 0.30; 2.03e+10;  0.83
 1.160; 9.820; 3.665; 0.37; 2.28e+06;  1.47
 1.160; 9.820; 3.665; 0.37; 3.04e+11;  0.41
 1.160; 9.820; 3.665; 0.37; 2.59e+11;  0.42
 1.160; 9.820; 3.665; 0.37; 5.44e+11;  0.35
 0.580; 9.940; 3.782; 0.16; 2.91e+07;  1.08
 0.580; 9.940; 3.782; 0.16; 3.55e+09;  1.08
 0.600; 9.990; 3.777; 0.14; 2.90e+07;  1.07
 0.600; 9.990; 3.777; 0.14; 4.04e+09;  1.06
 0.500;10.010; 3.800; 0.12;         ;
 0.420;10.030; 3.825; 0.10;         ;
 0.490;10.060; 3.803; 0.10;         ;
 1.260;10.120; 3.646; 0.30; 2.54e+06;  1.29
 1.260;10.120; 3.646; 0.30; 8.84e+12;  0.17
 1.260;10.120; 3.646; 0.30; 9.17e+12;  0.16
 1.260;10.120; 3.646; 0.30; 1.42e+13;  0.15
 0.630;10.280; 3.770; 0.03; 4.18e+07;  1.05
 0.630;10.280; 3.770; 0.03; 1.44e+09;  1.05
 0.530;10.420; 3.793;-0.04;         ;
 0.330;10.430; 3.854;-0.06;         ;
 0.570;10.480; 3.784;-0.06;         ;
 0.400;10.540; 3.831;-0.10;         ;
 1.220;10.580; 3.650; 0.10; 3.65e+06;  1.27
 1.220;10.580; 3.650; 0.10; 2.07e+13;  0.13
 1.220;10.580; 3.650; 0.10; 2.17e+13;  0.13
 1.220;10.580; 3.650; 0.10; 3.47e+13;  0.11
 0.980;10.590; 3.691; 0.00; 1.04e+07;  1.11
 0.980;10.590; 3.691; 0.00; 3.10e+10;  0.73
 0.980;10.590; 3.691; 0.00; 1.92e+11;  0.46
 0.980;10.590; 3.691; 0.00; 2.65e+11;  0.42
 0.560;10.640; 3.786;-0.12;         ;
 1.030;10.650; 3.680; 0.00; 8.37e+06;  1.14
 1.030;10.650; 3.680; 0.00; 6.35e+11;  0.33
 1.030;10.650; 3.680; 0.00; 6.01e+11;  0.34
 1.030;10.650; 3.680; 0.00; 1.09e+12;  0.29
 0.620;10.700; 3.773;-0.14;         ;
 1.080;10.700; 3.670; 0.00; 7.04e+06;  1.16
 1.080;10.700; 3.670; 0.00; 1.97e+12;  0.25
 1.080;10.700; 3.670; 0.00; 1.64e+12;  0.26
 1.080;10.700; 3.670; 0.00; 3.72e+12;  0.21
 0.880;10.720; 3.714;-0.09; 2.27e+07;  0.97
 0.880;10.720; 3.714;-0.09; 1.41e+10;  0.83
 1.190;10.750; 3.653; 0.03; 4.56e+06;  1.22
 1.190;10.750; 3.653; 0.03; 2.35e+13;  0.13
 1.190;10.750; 3.653; 0.03; 2.48e+13;  0.13
 1.190;10.750; 3.653; 0.03; 4.12e+13;  0.11
 1.170;10.830; 3.655;-0.01; 5.44e+06;  1.18
 1.170;10.830; 3.655;-0.01; 2.18e+13;  0.13
 1.170;10.830; 3.655;-0.01; 2.30e+13;  0.13
 1.170;10.830; 3.655;-0.01; 3.98e+13;  0.11
 0.950;10.840; 3.698;-0.11; 1.83e+07;  0.99
 0.950;10.840; 3.698;-0.11; 2.02e+10;  0.79
 0.950;10.840; 3.698;-0.11; 2.01e+11;  0.45
 0.950;10.840; 3.698;-0.11; 2.54e+11;  0.42
 0.700;10.870; 3.755;-0.20;         ;
 1.550;10.870; 3.579; 0.30;-5.55e+06;  0.63
 0.500;10.900; 3.800;-0.24;         ;
 0.690;10.930; 3.757;-0.22;         ;
 0.640;10.960; 3.768;-0.24;         ;
 1.100;10.960; 3.665;-0.09; 8.68e+06;  1.09
 1.100;10.960; 3.665;-0.09; 7.77e+12;  0.17
 1.100;10.960; 3.665;-0.09; 7.48e+12;  0.17
 1.100;10.960; 3.665;-0.09; 1.58e+13;  0.14
 0.680;10.960; 3.759;-0.24;         ;
 1.320;10.980; 3.633; 0.00; 4.44e+06;  1.11
 1.320;10.980; 3.633; 0.00; 1.19e+15;  0.04
 1.320;10.980; 3.633; 0.00; 2.04e+04; 32.91
 1.320;10.980; 3.633; 0.00; 1.32e+15;  0.04
 1.440;11.010; 3.608; 0.08; 3.58e+06;  0.92
 0.510;11.080; 3.798;-0.31;         ;
 0.910;11.330; 3.707;-0.32; 6.98e+07;  0.89
 0.910;11.330; 3.707;-0.32; 1.10e+09;  0.89
 0.910;11.330; 3.707;-0.32; 2.98e+11;  0.41
 0.910;11.330; 3.707;-0.32; 3.45e+11;  0.39
 0.830;11.460; 3.725;-0.40;         ;
 1.680; 8.950; 3.574; 2.86; 3.32e+08;  3.15
 0.040;10.210; 4.100; 2.06; 3.18e+07;  3.29
 1.105;10.400; 3.699; 1.81; 1.83e+08;  3.24
 1.330;10.410; 3.654; 1.91; 1.82e+08;  3.26
 1.330;10.410; 3.654; 1.91; 2.12e+08;  3.19
 1.330;10.410; 3.654; 1.91; 3.36e+08;  2.98
 1.350;10.440; 3.650; 1.91; 2.07e+08;  3.10
 1.350;10.440; 3.650; 1.91; 2.31e+08;  3.06
 1.350;10.440; 3.650; 1.91; 4.06e+08;  2.85
 1.255;10.460; 3.669; 1.86; 1.72e+08;  3.33
 1.255;10.460; 3.669; 1.86; 2.26e+08;  3.13
 1.255;10.460; 3.669; 1.86; 2.59e+08;  3.07
 0.285;10.540; 3.916; 1.67; 4.55e+08;  2.31
 1.020;10.610; 3.715; 1.71; 2.36e+08;  2.94
 1.125;10.680; 3.695; 1.71; 2.07e+08;  3.09
 1.110;10.780; 3.698; 1.66; 2.25e+08;  2.99
 1.230;10.860; 3.674; 1.69; 2.24e+08;  3.00
 1.275;10.880; 3.665; 1.70; 2.36e+08;  2.95
 1.275;10.880; 3.665; 1.70; 2.83e+08;  2.88
 1.275;10.880; 3.665; 1.70; 3.05e+08;  2.85
 1.130;10.900; 3.694; 1.63; 2.37e+08;  2.94
 1.140;10.940; 3.692; 1.61; 2.39e+08;  2.93
 1.140;10.940; 3.692; 1.61; 2.39e+08;  2.93
 1.750;10.940; 3.553; 2.19;         ;
 0.410;11.490; 3.865; 1.27; 8.74e+08;  1.83
 0.560;11.580; 3.816; 1.24; 9.55e+08;  1.82
 0.605;11.640; 3.802; 1.22; 9.80e+08;  1.81
 0.575;11.880; 3.811; 1.12; 1.18e+09;  1.68
 0.770;12.040; 3.764; 1.08; 1.25e+09;  1.68
 0.605;12.060; 3.802; 1.06; 1.33e+09;  1.62
 0.615;12.060; 3.799; 1.06; 1.33e+09;  1.62
 0.580;12.070; 3.809; 1.05; 1.34e+09;  1.60
 0.610;12.100; 3.800; 1.04; 1.37e+09;  1.60
 0.615;12.120; 3.799; 1.03; 1.39e+09;  1.59
 0.610;12.120; 3.800; 1.03; 1.39e+09;  1.59
 0.310;12.130; 3.905; 1.02; 3.35e+08;  1.77
 0.590;12.180; 3.806; 1.01; 1.45e+09;  1.56
 0.600;12.200; 3.803; 1.00; 1.47e+09;  1.56
 0.690;12.240; 3.782; 0.99; 1.50e+09;  1.56
 0.575;12.240; 3.811; 0.98; 1.50e+09;  1.54
 0.585;12.300; 3.808; 0.96; 1.57e+09;  1.52
 0.565;12.340; 3.814; 0.94; 1.57e+09;  1.50
 0.525;12.340; 3.827; 0.94; 1.47e+09;  1.51
 0.620;12.350; 3.798; 0.94; 1.62e+09;  1.50
 0.590;12.400; 3.806; 0.92; 1.69e+09;  1.48
 0.320;12.450; 3.900; 0.89; 1.13e+08;  1.67
 0.550;12.460; 3.819; 0.89; 1.65e+09;  1.47
 0.530;12.460; 3.825; 0.89; 1.57e+09;  1.47
 0.550;12.460; 3.819; 0.89; 1.65e+09;  1.47
 0.550;12.520; 3.819; 0.87; 1.71e+09;  1.45
 0.530;12.560; 3.825; 0.85; 1.67e+09;  1.44
 0.475;12.560; 3.842; 0.84; 8.66e+08;  1.57
 0.475;12.560; 3.842; 0.84; 1.35e+09;  1.48
 0.475;12.560; 3.842; 0.84; 1.36e+09;  1.47
 0.535;12.580; 3.823; 0.84; 1.71e+09;  1.44
 0.545;12.610; 3.820; 0.83; 1.79e+09;  1.42
 0.560;12.630; 3.816; 0.82; 1.87e+09;  1.41
 0.505;12.680; 3.833; 0.80; 9.55e+08;  1.53
 0.505;12.680; 3.833; 0.80; 1.45e+09;  1.45
 0.505;12.680; 3.833; 0.80; 1.60e+09;  1.43
 0.550;12.680; 3.819; 0.80; 1.16e+09;  1.52
 0.550;12.680; 3.819; 0.80; 1.16e+09;  1.52
 0.550;12.680; 3.819; 0.80; 1.89e+09;  1.40
 0.525;12.700; 3.827; 0.79; 1.04e+09;  1.52
 0.525;12.700; 3.827; 0.79; 1.36e+09;  1.47
 0.525;12.700; 3.827; 0.79; 1.75e+09;  1.41
 0.535;12.720; 3.823; 0.78; 1.08e+09;  1.52
 0.535;12.720; 3.823; 0.78; 1.34e+09;  1.47
 0.535;12.720; 3.823; 0.78; 1.84e+09;  1.40
 0.555;12.760; 3.817; 0.77; 1.16e+09;  1.50
 0.555;12.760; 3.817; 0.77; 1.30e+09;  1.48
 0.555;12.760; 3.817; 0.77; 2.00e+09;  1.38
 0.520;12.800; 3.828; 0.75; 1.00e+09;  1.49
 0.520;12.800; 3.828; 0.75; 1.68e+09;  1.40
 0.520;12.800; 3.828; 0.75; 1.77e+09;  1.39
 0.530;12.800; 3.825; 0.75; 1.05e+09;  1.49
 0.530;12.800; 3.825; 0.75; 1.60e+09;  1.41
 0.530;12.800; 3.825; 0.75; 1.84e+09;  1.38
 0.545;12.880; 3.820; 0.72; 1.16e+09;  1.46
 0.545;12.880; 3.820; 0.72; 1.72e+09;  1.39
 0.545;12.880; 3.820; 0.72; 2.01e+09;  1.35
 0.470;12.890; 3.844; 0.71; 7.33e+08;  1.46
 0.530;12.920; 3.825; 0.70; 1.09e+09;  1.45
 0.590;12.920; 3.806; 0.71; 2.40e+09;  1.32
 0.540;12.990; 3.822; 0.68; 1.16e+09;  1.42
 0.565;13.070; 3.814; 0.65; 1.36e+09;  1.39
 0.565;13.070; 3.814; 0.65; 2.21e+09;  1.31
 0.565;13.070; 3.814; 0.65; 2.32e+09;  1.30
 0.555;13.120; 3.817; 0.63; 1.29e+09;  1.37
 0.540;13.120; 3.822; 0.63; 1.16e+09;  1.38
 0.575;13.150; 3.811; 0.62; 1.46e+09;  1.36
 0.575;13.150; 3.811; 0.62; 2.43e+09;  1.28
 0.575;13.150; 3.811; 0.62; 2.48e+09;  1.28
 0.515;13.150; 3.830; 0.61; 9.46e+08;  1.38
 0.565;13.170; 3.814; 0.61; 1.37e+09;  1.36
 0.550;13.180; 3.819; 0.60; 1.24e+09;  1.36
 0.560;13.220; 3.816; 0.59; 1.32e+09;  1.34
 0.575;13.280; 3.811; 0.56; 1.46e+09;  1.32
 0.620;13.500; 3.798; 0.48; 1.93e+09;  1.25
 0.520;13.500; 3.828; 0.47; 5.61e+08;  1.30
 0.540;13.520; 3.822; 0.46; 8.18e+08;  1.28
 0.580;13.520; 3.809; 0.47; 1.38e+09;  1.26
 0.560;13.530; 3.816; 0.46; 1.08e+09;  1.27
 0.575;13.550; 3.811; 0.46; 1.28e+09;  1.26
 0.600;13.640; 3.803; 0.42; 1.55e+09;  1.22
 0.535;13.680; 3.823; 0.40; 3.79e+08;  1.25
 0.580;13.780; 3.809; 0.36; 9.58e+08;  1.21
 0.630;13.780; 3.795; 0.37; 1.80e+09;  1.18
 0.630;13.800; 3.795; 0.36; 1.78e+09;  1.18
 0.580;13.840; 3.809; 0.34; 8.08e+08;  1.20
 0.575;14.050; 3.811; 0.26; 5.20e+06;  1.17
 0.620;14.270; 3.798; 0.17; 1.46e+08;  1.12
 0.655;14.280; 3.790; 0.17; 8.50e+08;  1.10
 0.740;14.350; 3.770; 0.16; 2.66e+09;  1.04
 0.660;14.400; 3.789; 0.13; 4.06e+08;  1.08
 0.770;14.630; 3.764; 0.05; 2.30e+09;  1.00
 0.780;14.960; 3.761;-0.08; 4.19e+08;  0.96
 0.780;14.960; 3.761;-0.08; 4.19e+08;  0.96
 0.010; 6.860; 4.183; 2.70; 4.39e+05;  4.34
 0.010; 6.860; 4.183; 2.70; 7.03e+07;  4.33
 0.030; 7.130; 4.150; 2.51; 6.03e+05;  3.85
 0.030; 7.130; 4.150; 2.51; 9.55e+07;  3.85
 0.020; 7.360; 4.167; 2.46; 7.55e+05;  3.67
 0.020; 7.360; 4.167; 2.46; 7.39e+07;  3.82
 0.010; 7.590; 4.183; 2.41; 9.78e+05;  3.75
 0.010; 7.590; 4.183; 2.41; 3.56e+07;  3.82
 0.020; 7.700; 4.167; 2.32; 1.13e+06;  3.54
 0.020; 7.700; 4.167; 2.32; 4.61e+07;  3.61
 0.070; 7.790; 4.087; 2.11; 1.22e+06;  2.98
 0.070; 7.790; 4.087; 2.11; 1.68e+08;  3.03
 0.120; 8.210; 4.030; 1.84; 1.68e+06;  2.62
 0.120; 8.210; 4.030; 1.84; 2.93e+08;  2.58
 0.120; 8.210; 4.030; 1.84; 3.90e+08;  2.46
 0.120; 8.210; 4.030; 1.84; 4.19e+08;  2.42
 0.040; 8.330; 4.133; 1.99; 2.26e+06;  3.01
 0.040; 8.330; 4.133; 1.99; 2.50e+07;  3.03
 0.230; 8.800; 3.950; 1.49; 2.35e+06;  2.25
 0.230; 8.800; 3.950; 1.49; 8.34e+08;  1.94
 0.120; 8.860; 4.030; 1.58; 3.52e+06;  2.24
 0.120; 8.860; 4.030; 1.58; 2.25e+08;  2.30
 0.250; 9.090; 3.941; 1.37; 3.01e+06;  2.08
 0.250; 9.090; 3.941; 1.37; 9.81e+08;  1.83
 0.160; 9.090; 3.994; 1.43; 3.81e+06;  2.04
 0.160; 9.090; 3.994; 1.43; 3.68e+08;  2.10
 0.300; 9.380; 3.918; 1.24; 3.58e+06;  1.95
 0.300; 9.380; 3.918; 1.24; 1.26e+09;  1.69
 0.230; 9.840; 3.950; 1.08; 8.29e+06;  1.74
 0.230; 9.840; 3.950; 1.08; 4.22e+08;  1.75
 0.280;10.210; 3.927; 0.91; 1.15e+07;  1.61
 0.280;10.210; 3.927; 0.91; 3.89e+08;  1.62
 0.300;10.410; 3.918; 0.83; 1.39e+07;  1.56
 0.300;10.410; 3.918; 0.83; 2.98e+08;  1.56
 0.360;10.560; 3.892; 0.75; 1.37e+07;  1.47
 0.360;10.560; 3.892; 0.75; 7.48e+08;  1.47
 1.400;10.570; 3.644; 0.98; 2.70e+05;  1.69
 1.400;10.570; 3.644; 0.98; 4.85e+10;  0.66
 1.400;10.570; 3.644; 0.98; 4.86e+10;  0.66
 1.400;10.570; 3.644; 0.98; 9.13e+10;  0.56
 0.440;10.600; 3.862; 0.73; 9.34e+06;  1.43
 0.440;10.600; 3.862; 0.73; 1.67e+09;  1.41
 0.440;10.600; 3.862; 0.73; 2.33e+09;  1.35
 0.440;10.600; 3.862; 0.73; 2.54e+09;  1.32
 0.430;10.870; 3.865; 0.62; 1.55e+07;  1.37
 0.430;10.870; 3.865; 0.62; 1.19e+09;  1.36
 0.480;11.130; 3.847; 0.52; 1.80e+07;  1.30
 0.480;11.130; 3.847; 0.52; 1.50e+09;  1.28
 0.540;11.360; 3.828; 0.43; 1.91e+07;  1.23
 0.540;11.360; 3.828; 0.43; 2.19e+09;  1.22
 0.490;11.410; 3.844; 0.41; 2.58e+07;  1.27
 0.490;11.410; 3.844; 0.41; 4.78e+08;  1.26
 1.990;11.420; 3.290; 2.73;         ;
 1.170;11.640; 3.685; 0.45; 2.38e+06;  1.57
 1.170;11.640; 3.685; 0.45; 2.18e+10;  0.81
 1.170;11.640; 3.685; 0.45; 2.24e+10;  0.81
 1.170;11.640; 3.685; 0.45; 2.72e+10;  0.77
 0.440;11.650; 3.862; 0.31;         ;
 1.590;11.680; 3.604; 0.69;-1.90e+06;  0.99
 0.450;11.700; 3.858; 0.29;         ;
 0.750;11.730; 3.773; 0.31; 1.29e+07;  1.20
 0.750;11.730; 3.773; 0.31; 7.38e+09;  1.01
 1.590;11.850; 3.604; 0.62;-1.48e+06;  0.97
 0.480;11.890; 3.847; 0.21;         ;
 0.630;11.990; 3.800; 0.19; 3.36e+07;  1.13
 0.630;11.990; 3.800; 0.19; 1.10e+09;  1.13
 1.390;12.070; 3.646; 0.38; 2.13e+06;  1.32
 1.390;12.070; 3.646; 0.38; 4.55e+12;  0.20
 1.390;12.070; 3.646; 0.38; 4.71e+12;  0.20
 1.390;12.070; 3.646; 0.38; 7.48e+12;  0.17
 0.600;12.090; 3.809; 0.14;         ;
 1.310;12.110; 3.661; 0.32; 2.48e+06;  1.42
 1.310;12.110; 3.661; 0.32; 6.86e+11;  0.33
 1.310;12.110; 3.661; 0.32; 5.83e+11;  0.34
 1.310;12.110; 3.661; 0.32; 1.30e+12;  0.27
 0.510;12.130; 3.837; 0.12;         ;
 1.270;12.180; 3.666; 0.28; 2.70e+06;  1.44
 1.270;12.180; 3.666; 0.28; 4.82e+11;  0.36
 1.270;12.180; 3.666; 0.28; 4.07e+11;  0.37
 1.270;12.180; 3.666; 0.28; 8.77e+11;  0.31
 1.250;12.200; 3.669; 0.27; 2.97e+06;  1.41
 1.250;12.200; 3.669; 0.27; 3.78e+11;  0.38
 1.250;12.200; 3.669; 0.27; 3.32e+11;  0.40
 1.250;12.200; 3.669; 0.27; 6.70e+11;  0.33
 0.520;12.260; 3.834; 0.07;         ;
 0.750;12.310; 3.773; 0.08; 3.60e+07;  1.05
 0.750;12.310; 3.773; 0.08; 2.72e+09;  1.05
 1.400;12.400; 3.644; 0.25; 2.77e+06;  1.26
 1.400;12.400; 3.644; 0.25; 1.85e+13;  0.14
 1.400;12.400; 3.644; 0.25; 1.92e+13;  0.13
 1.400;12.400; 3.644; 0.25; 2.80e+13;  0.12
 2.030;12.450; 3.240; 2.62;         ;
 0.650;12.540; 3.795;-0.03;         ;
 0.580;12.570; 3.816;-0.05;         ;
 0.750;12.600; 3.773;-0.04;         ;
 0.850;12.640; 3.750;-0.04; 4.17e+07;  0.99
 0.850;12.640; 3.750;-0.04; 3.78e+09;  0.99
 0.560;12.650; 3.822;-0.08;         ;
 0.590;12.660; 3.813;-0.08;         ;
 1.590;12.680; 3.604; 0.29; 1.25e+06;  0.91
 0.370;12.790; 3.888;-0.14;         ;
 1.720;12.860; 3.568; 0.43;-3.29e+07;  0.43
 0.860;12.890; 3.748;-0.14;         ;
 0.840;12.900; 3.752;-0.15;         ;
 1.450;12.910; 3.633; 0.09; 3.79e+06;  1.13
 1.450;12.910; 3.633; 0.09; 5.28e+14;  0.06
 1.450;12.910; 3.633; 0.09; 1.95e+04; 33.28
 1.450;12.910; 3.633; 0.09; 5.99e+14;  0.05
 1.310;12.930; 3.654; 0.01; 4.92e+06;  1.20
 1.310;12.930; 3.654; 0.01; 2.16e+13;  0.13
 1.310;12.930; 3.654; 0.01; 2.28e+13;  0.13
 1.310;12.930; 3.654; 0.01; 3.88e+13;  0.11
 1.300;12.980; 3.655;-0.01; 5.44e+06;  1.18
 1.300;12.980; 3.655;-0.01; 2.18e+13;  0.13
 1.300;12.980; 3.655;-0.01; 2.30e+13;  0.13
 1.300;12.980; 3.655;-0.01; 3.98e+13;  0.11
 0.830;13.190; 3.755;-0.27;         ;
 0.620;13.240; 3.803;-0.31;         ;
 0.610;13.280; 3.806;-0.33;         ;
 0.610;13.300; 3.806;-0.34;         ;
 1.000;13.350; 3.716;-0.28; 6.73e+07;  0.91
 1.000;13.350; 3.716;-0.28; 3.71e+08;  0.91
 0.490;13.440; 3.844;-0.41;         ;
 0.790;13.540; 3.764;-0.41;         ;
 0.880;13.570; 3.743;-0.41;         ;
 0.500;13.870; 3.841;-0.58;         ;
 0.481; 1.790; 3.816; 3.53; 1.14e+04;  9.57
 0.481; 1.790; 3.816; 3.53; 3.41e+07;  7.22
 0.481; 1.790; 3.816; 3.53; 4.54e+07;  6.52
 0.481; 1.790; 3.816; 3.53; 6.21e+07;  5.87
-0.172; 2.880; 4.330; 3.90; 6.16e+04;  9.64
-0.172; 2.880; 4.330; 3.90; 2.06e+07;  8.98
-0.172; 2.880; 4.330; 3.90; 2.22e+07;  8.84
-0.172; 2.880; 4.330; 3.90; 2.43e+07;  8.54
-0.118; 2.990; 4.235; 3.62; 8.02e+04;  8.16
-0.118; 2.990; 4.235; 3.62; 3.55e+07;  7.04
-0.028; 4.000; 4.097; 2.90; 2.01e+05;  5.30
-0.028; 4.000; 4.097; 2.90; 9.35e+07;  4.44
-0.080; 4.200; 4.183; 3.01; 2.19e+05;  5.47
-0.080; 4.200; 4.183; 3.01; 7.75e+07;  4.77
-0.098; 4.660; 4.210; 2.90; 3.06e+05;  4.94
-0.098; 4.660; 4.210; 2.90; 5.55e+07;  4.86
-0.092; 4.970; 4.202; 2.75; 4.16e+05;  4.46
-0.092; 4.970; 4.202; 2.75; 5.76e+07;  4.52
-0.043; 5.000; 4.122; 2.55; 4.78e+05;  4.07
-0.043; 5.000; 4.122; 2.55; 1.52e+08;  3.61
-0.080; 5.040; 4.183; 2.68; 4.61e+05;  4.27
-0.080; 5.040; 4.183; 2.68; 6.99e+07;  4.29
-0.061; 5.150; 4.152; 2.56; 5.40e+05;  3.99
-0.061; 5.150; 4.152; 2.56; 9.47e+07;  3.94
-0.061; 5.150; 4.152; 2.56; 1.42e+08;  3.69
-0.061; 5.150; 4.152; 2.56; 1.43e+08;  3.68
-0.076; 5.260; 4.177; 2.57; 5.79e+05;  3.96
-0.076; 5.260; 4.177; 2.57; 7.14e+07;  4.07
-0.104; 5.460; 4.217; 2.59; 7.04e+05;  4.24
-0.104; 5.460; 4.217; 2.59; 2.18e+07;  4.32
-0.063; 5.470; 4.155; 2.44; 7.42e+05;  3.62
-0.063; 5.470; 4.155; 2.44; 8.63e+07;  3.75
-0.044; 5.580; 4.123; 2.32; 8.51e+05;  3.41
-0.044; 5.580; 4.123; 2.32; 1.21e+08;  3.45
-0.040; 5.820; 4.117; 2.21; 1.10e+06;  3.13
-0.040; 5.820; 4.117; 2.21; 1.23e+08;  3.26
-0.079; 6.060; 4.182; 2.27; 1.37e+06;  3.59
-0.079; 6.060; 4.182; 2.27; 1.31e+07;  3.61
 0.126; 6.240; 3.959; 1.78; 1.23e+06;  2.73
 0.126; 6.240; 3.959; 1.78; 5.30e+08;  2.26
-0.028; 6.620; 4.097; 1.85; 2.73e+06;  2.71
-0.028; 6.620; 4.097; 1.85; 5.99e+07;  2.74
-0.019; 6.750; 4.086; 1.77; 3.10e+06;  2.60
-0.019; 6.750; 4.086; 1.77; 6.26e+07;  2.63
-0.016; 6.830; 4.082; 1.73; 3.36e+06;  2.56
-0.016; 6.830; 4.082; 1.73; 5.73e+07;  2.58
 0.025; 6.880; 4.035; 1.63; 3.12e+06;  2.29
 0.025; 6.880; 4.035; 1.63; 2.25e+08;  2.36
-0.020; 6.890; 4.087; 1.72; 3.58e+06;  2.57
-0.020; 6.890; 4.087; 1.72; 3.64e+07;  2.59
 0.015; 6.990; 4.045; 1.60; 3.78e+06;  2.31
 0.015; 6.990; 4.045; 1.60; 1.48e+08;  2.36
 0.040; 7.150; 4.020; 1.50; 4.14e+06;  2.16
 0.040; 7.150; 4.020; 1.50; 2.32e+08;  2.21
 0.034; 7.190; 4.026; 1.49; 4.48e+06;  2.18
 0.034; 7.190; 4.026; 1.49; 1.80e+08;  2.22
 0.047; 7.260; 4.013; 1.44; 4.62e+06;  2.11
 0.047; 7.260; 4.013; 1.44; 2.35e+08;  2.15
 0.092; 7.280; 3.980; 1.39; 3.80e+06;  2.01
 0.092; 7.280; 3.980; 1.39; 4.47e+08;  2.04
 0.027; 7.340; 4.033; 1.44; 5.44e+06;  2.17
 0.027; 7.340; 4.033; 1.44; 8.46e+07;  2.19
 0.007; 7.360; 4.054; 1.47; 5.73e+06;  2.25
 0.007; 7.360; 4.054; 1.47; 1.54e+07;  2.25
 0.004; 7.450; 4.057; 1.44;         ;
 0.113; 7.460; 3.967; 1.30; 4.40e+06;  1.91
 0.113; 7.460; 3.967; 1.30; 5.07e+08;  1.95
 0.034; 7.490; 4.026; 1.37; 6.30e+06;  2.11
 0.034; 7.490; 4.026; 1.37; 6.52e+07;  2.12
 0.114; 7.630; 3.966; 1.23; 5.69e+06;  1.86
 0.114; 7.630; 3.966; 1.23; 4.67e+08;  1.89
 0.073; 7.640; 3.992; 1.26; 6.76e+06;  1.95
 0.073; 7.640; 3.992; 1.26; 1.91e+08;  1.96
 0.103; 7.660; 3.973; 1.23; 6.26e+06;  1.88
 0.103; 7.660; 3.973; 1.23; 3.78e+08;  1.90
 0.113; 7.720; 3.967; 1.20; 6.53e+06;  1.84
 0.113; 7.720; 3.967; 1.20; 4.10e+08;  1.87
 0.104; 7.850; 3.973; 1.15; 8.02e+06;  1.84
 0.104; 7.850; 3.973; 1.15; 2.28e+08;  1.85
 0.088; 7.870; 3.983; 1.16; 8.55e+06;  1.87
 0.088; 7.870; 3.983; 1.16; 1.30e+08;  1.87
 0.116; 7.930; 3.965; 1.11; 8.55e+06;  1.80
 0.116; 7.930; 3.965; 1.11; 2.45e+08;  1.81
 0.121; 7.940; 3.962; 1.10; 8.53e+06;  1.79
 0.121; 7.940; 3.962; 1.10; 2.77e+08;  1.80
 0.104; 7.950; 3.973; 1.11; 9.04e+06;  1.82
 0.104; 7.950; 3.973; 1.11; 1.59e+08;  1.82
 0.214; 8.090; 3.916; 1.00; 6.86e+06;  1.63
 0.214; 8.090; 3.916; 1.00; 8.67e+08;  1.65
 0.166; 8.090; 3.938; 1.02; 8.87e+06;  1.69
 0.166; 8.090; 3.938; 1.02; 5.08e+08;  1.70
 0.119; 8.150; 3.963; 1.02; 1.10e+07;  1.75
 0.119; 8.150; 3.963; 1.02; 9.28e+07;  1.75
 0.187; 8.190; 3.929; 0.97; 9.39e+06;  1.64
 0.187; 8.190; 3.929; 0.97; 5.84e+08;  1.65
 0.115; 8.350; 3.966; 0.94;         ;
 0.173; 8.410; 3.935; 0.89; 1.32e+07;  1.62
 0.173; 8.410; 3.935; 0.89; 1.74e+08;  1.62
 0.189; 8.420; 3.928; 0.88; 1.28e+07;  1.60
 0.189; 8.420; 3.928; 0.88; 2.80e+08;  1.60
 0.200; 8.480; 3.923; 0.85; 1.33e+07;  1.58
 0.200; 8.480; 3.923; 0.85; 2.93e+08;  1.58
 0.312; 8.520; 3.876; 0.82; 8.30e+06;  1.50
 0.312; 8.520; 3.876; 0.82; 1.38e+09;  1.48
 0.312; 8.520; 3.876; 0.82; 2.03e+09;  1.40
 0.312; 8.520; 3.876; 0.82; 2.18e+09;  1.38
